,sim_ownership,player_name,team,opp,position,salary,ownership,pos,fp,fp_std,created_own,positive_ev
175,0.0,Tyler Davis,JAC,CHI,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
176,0.0,Eric Saubert,JAC,CHI,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
177,0.0,Josh Oliver,JAC,CHI,TE,2500,0.0,TE,0.0,0.0,0.0,0.0
178,0.0,James Robinson,JAC,CHI,RB,6800,0.0,RB,12.90922381,8.941668037000001,0.0,0.0
179,3.6506410256410255,Dare Ogunbowale,JAC,CHI,RB,4000,3.2,RB,7.661811762999999,7.324893939,3.90625,-0.25560897435897445
180,3.140224358974359,Devine Ozigbo,JAC,CHI,RB,4000,3.1,RB,7.13,7.133190755,3.3854166666666665,-0.2451923076923075
181,0.0,Chris Thompson,JAC,CHI,RB,4000,0.0,RB,1.55,2.5975627709999998,0.0,0.0
182,0.0,Nathan Cottrell,JAC,CHI,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
183,0.0,Ryquell Armstead,JAC,CHI,RB,4000,0.0,RB,0.0,0.0,0.0,0.0
184,0.7716346153846153,Gardner Minshew II,JAC,CHI,QB,5200,2.8,QB,17.51725143,7.388813111,2.4439102564102564,-1.672275641025641
185,6.754807692307692,Mike Glennon,JAC,CHI,QB,4800,2.2,QB,14.71392536,8.292191873,2.363782051282051,4.3910256410256405
186,3.355769230769231,Jaguars,JAC,CHI,D,2200,3.31,D,4.3,2.15,3.766025641025641,-0.41025641025641013
187,4.175480769230769,T.Y. Hilton,IND,PIT,WR,5500,3.3,WR,13.607704,8.904013526,4.3068910256410255,-0.1314102564102564
188,1.7948717948717947,Michael Pittman Jr.,IND,PIT,WR,4200,2.6,WR,9.457411237999999,8.232290565,2.2235576923076925,-0.4286858974358978
189,1.1306089743589745,Zach Pascal,IND,PIT,WR,3800,1.9,WR,9.374363391000001,7.632368352,1.3221153846153846,-0.19150641025641013
